2025-05-12 19:59:16,neutral
2025-05-12 19:59:16,neutral
2025-05-12 19:59:16,neutral
2025-05-12 19:59:16,neutral
2025-05-12 19:59:17,neutral
2025-05-12 19:59:17,neutral
2025-05-12 19:59:17,neutral
2025-05-12 19:59:17,neutral
2025-05-12 19:59:17,neutral
2025-05-12 19:59:17,neutral
2025-05-12 19:59:17,neutral
2025-05-12 19:59:18,neutral
2025-05-12 19:59:18,neutral
2025-05-12 19:59:18,happy
2025-05-12 19:59:18,happy
2025-05-12 19:59:18,neutral
2025-05-12 19:59:18,neutral
2025-05-12 19:59:19,neutral
2025-05-12 19:59:19,neutral
2025-05-12 19:59:19,neutral
2025-05-12 19:59:19,neutral
2025-05-12 19:59:19,neutral
2025-05-12 19:59:19,neutral
2025-05-12 19:59:20,neutral
2025-05-12 19:59:20,neutral
2025-05-12 19:59:20,neutral
2025-05-12 19:59:20,neutral
2025-05-12 19:59:20,neutral
2025-05-12 19:59:20,neutral
2025-05-12 19:59:20,neutral
2025-05-12 19:59:21,neutral
2025-05-12 19:59:21,neutral
2025-05-12 19:59:21,neutral
2025-05-12 19:59:21,neutral
2025-05-12 19:59:21,neutral
2025-05-12 19:59:21,neutral
2025-05-12 19:59:22,neutral
2025-05-12 19:59:22,neutral
2025-05-12 19:59:22,neutral
2025-05-12 19:59:22,neutral
2025-05-12 19:59:22,neutral
2025-05-12 19:59:22,neutral
2025-05-12 19:59:23,neutral
2025-05-12 19:59:23,neutral
2025-05-12 19:59:23,neutral
2025-05-12 19:59:23,neutral
2025-05-12 19:59:24,neutral
2025-05-12 19:59:24,neutral
2025-05-12 19:59:24,neutral
2025-05-12 19:59:24,neutral
2025-05-12 19:59:24,neutral
2025-05-12 19:59:24,neutral
2025-05-12 19:59:25,neutral
2025-05-12 19:59:25,neutral
2025-05-12 19:59:25,neutral
2025-05-12 19:59:25,neutral
2025-05-12 19:59:25,neutral
2025-05-12 19:59:26,neutral
2025-05-12 19:59:26,neutral
2025-05-12 19:59:26,neutral
2025-05-12 19:59:26,neutral
2025-05-12 19:59:26,neutral
2025-05-12 19:59:26,neutral
2025-05-12 19:59:27,neutral
2025-05-12 19:59:27,neutral
2025-05-12 19:59:27,happy
2025-05-12 19:59:27,neutral
2025-05-12 19:59:27,neutral
2025-05-12 19:59:28,neutral
2025-05-12 19:59:28,neutral
2025-05-12 19:59:28,neutral
2025-05-12 19:59:28,neutral
2025-05-12 19:59:28,neutral
2025-05-12 19:59:29,happy
2025-05-12 19:59:29,happy
2025-05-12 19:59:29,happy
2025-05-12 19:59:29,happy
2025-05-12 19:59:29,happy
2025-05-12 19:59:29,happy
2025-05-12 19:59:29,neutral
2025-05-12 19:59:30,happy
2025-05-12 19:59:30,neutral
2025-05-12 19:59:30,happy
2025-05-12 19:59:30,happy
2025-05-12 19:59:30,neutral
2025-05-12 19:59:31,happy
2025-05-12 19:59:31,happy
2025-05-12 19:59:31,happy
2025-05-12 19:59:31,happy
2025-05-12 19:59:31,neutral
2025-05-12 19:59:32,neutral
2025-05-12 19:59:32,neutral
2025-05-12 19:59:32,neutral
2025-05-12 19:59:32,neutral
2025-05-12 19:59:32,neutral
2025-05-12 19:59:32,neutral
2025-05-12 19:59:33,neutral
2025-05-12 19:59:33,neutral
2025-05-12 19:59:33,neutral
2025-05-12 19:59:33,neutral
2025-05-12 19:59:33,neutral
2025-05-12 19:59:33,neutral
2025-05-12 19:59:33,neutral
2025-05-12 19:59:34,neutral
2025-05-12 19:59:34,neutral
2025-05-12 19:59:34,neutral
2025-05-12 19:59:34,neutral
2025-05-12 19:59:34,neutral
2025-05-12 19:59:35,neutral
2025-05-12 19:59:35,neutral
2025-05-12 19:59:35,neutral
2025-05-12 19:59:35,neutral
2025-05-12 19:59:35,neutral
2025-05-12 19:59:35,neutral
2025-05-12 19:59:36,happy
2025-05-12 19:59:36,happy
2025-05-12 19:59:36,happy
2025-05-12 19:59:36,happy
2025-05-12 19:59:36,neutral
2025-05-12 19:59:36,happy
2025-05-12 19:59:37,happy
2025-05-12 19:59:37,happy
2025-05-12 19:59:37,neutral
2025-05-12 19:59:37,neutral
2025-05-12 19:59:37,neutral
2025-05-12 19:59:37,neutral
2025-05-12 19:59:38,neutral
2025-05-12 19:59:38,neutral
2025-05-12 19:59:38,neutral
2025-05-12 19:59:38,neutral
2025-05-12 19:59:38,neutral
2025-05-12 19:59:39,neutral
2025-05-12 19:59:39,neutral
2025-05-12 19:59:39,neutral
2025-05-12 19:59:39,neutral
2025-05-12 19:59:39,neutral
2025-05-12 19:59:39,neutral
2025-05-12 19:59:40,surprise
2025-05-12 19:59:40,neutral
2025-05-12 19:59:40,sad
2025-05-12 19:59:40,neutral
2025-05-12 19:59:40,neutral
2025-05-12 19:59:40,neutral
2025-05-12 19:59:41,neutral
2025-05-12 19:59:41,neutral
2025-05-12 19:59:41,neutral
2025-05-12 19:59:41,neutral
2025-05-12 19:59:41,neutral
2025-05-12 19:59:41,neutral
2025-05-12 19:59:42,neutral
2025-05-12 19:59:42,neutral
2025-05-12 19:59:42,neutral
2025-05-12 19:59:42,neutral
2025-05-12 19:59:42,neutral
2025-05-12 19:59:43,neutral
2025-05-12 19:59:43,neutral
2025-05-12 19:59:43,neutral
2025-05-12 19:59:43,fear
2025-05-12 19:59:43,angry
2025-05-12 19:59:44,happy
2025-05-12 19:59:44,happy
2025-05-12 19:59:44,happy
2025-05-12 19:59:44,fear
2025-05-12 19:59:44,angry
2025-05-12 19:59:44,angry
2025-05-12 19:59:45,fear
2025-05-12 19:59:45,happy
2025-05-12 19:59:45,neutral
2025-05-12 19:59:45,sad
2025-05-12 19:59:45,sad
2025-05-12 19:59:45,neutral
2025-05-12 19:59:46,angry
2025-05-12 19:59:46,neutral
2025-05-12 19:59:46,neutral
2025-05-12 19:59:46,sad
2025-05-12 19:59:46,sad
2025-05-12 19:59:46,neutral
2025-05-12 19:59:46,neutral
2025-05-12 19:59:47,neutral
2025-05-12 19:59:47,neutral
2025-05-12 19:59:47,neutral
2025-05-12 19:59:47,neutral
2025-05-12 19:59:47,neutral
2025-05-12 19:59:48,neutral
2025-05-12 19:59:48,neutral
2025-05-12 19:59:48,neutral
2025-05-12 19:59:48,neutral
2025-05-13 14:23:28,neutral
2025-05-13 14:23:36,happy
2025-05-13 14:23:38,neutral
2025-05-13 14:23:39,happy
2025-05-13 14:23:40,neutral
2025-05-13 14:23:45,happy
2025-05-13 14:23:51,neutral
2025-05-13 14:23:55,happy
2025-05-13 14:23:58,neutral
2025-05-13 14:24:07,happy
2025-05-13 14:24:11,neutral
2025-05-13 14:36:55,neutral
2025-05-13 14:37:02,happy
2025-05-13 14:37:03,neutral
2025-05-13 14:37:05,happy
2025-05-13 14:37:08,neutral
2025-05-13 14:43:45,neutral
2025-05-14 15:21:43,fear
2025-05-14 15:21:44,neutral
2025-05-14 15:22:57,neutral
2025-05-14 15:23:10,fear
2025-05-14 15:23:12,neutral
2025-05-14 15:23:15,sad
2025-05-14 15:23:20,neutral
2025-05-14 15:23:28,sad
2025-05-14 15:23:31,neutral
2025-05-14 15:23:36,sad
2025-05-14 15:23:40,neutral
2025-05-14 15:23:47,sad
2025-05-14 15:23:52,neutral
2025-05-14 17:56:31,neutral
2025-05-14 17:56:34,happy
2025-05-14 17:56:37,neutral
2025-05-14 17:56:38,sad
2025-05-14 17:56:42,happy
2025-05-14 17:56:43,neutral
2025-05-14 17:56:54,surprise
2025-05-14 17:56:58,neutral
2025-05-14 17:57:08,angry
2025-05-14 17:57:14,neutral
2025-05-14 18:32:47,happy
2025-05-14 18:32:49,angry
2025-05-14 18:32:52,happy
2025-05-14 18:32:54,sad
2025-05-14 18:33:01,neutral
2025-05-14 18:33:02,happy
2025-05-14 18:33:04,angry
2025-05-14 18:33:06,sad
2025-05-14 18:33:11,fear
2025-05-14 18:33:13,sad
2025-05-14 18:33:15,neutral
2025-05-14 18:33:23,happy
2025-05-14 18:33:27,neutral
2025-05-14 18:33:31,sad
2025-05-14 18:33:34,happy
2025-05-14 18:33:38,neutral
2025-05-14 18:33:40,happy
2025-05-14 18:33:46,sad
2025-05-14 18:33:56,neutral
2025-05-14 18:34:08,fear
2025-05-14 18:34:16,sad
2025-05-14 18:34:19,neutral
2025-05-14 18:34:22,happy
2025-05-14 18:34:31,neutral
2025-05-14 18:34:35,angry
2025-05-14 18:34:43,happy
2025-05-14 18:35:09,neutral
2025-05-14 18:37:28,neutral
2025-05-14 18:37:48,happy
2025-05-14 18:37:49,neutral
2025-05-14 18:40:38,neutral
2025-05-16 12:41:57,angry
2025-05-16 12:42:01,neutral
2025-05-16 12:42:02,happy
2025-05-16 12:42:05,neutral
2025-05-16 12:42:10,fear
2025-05-16 12:42:11,happy
2025-05-16 12:42:13,neutral
2025-05-16 12:42:20,surprise
2025-05-16 12:42:22,happy
2025-05-16 12:42:30,neutral
